museum_id,Region,Museum,City,URL
124,Zeeland,Museum Goemanszorg,Dreischor,https://whichmuseum.com/museum/museum-goemanszorg-dreischor-124
311,Zeeland,Historical Museum De Bevelanden,Goes,https://whichmuseum.com/museum/historical-museum-de-bevelanden-goes-311
273,Zeeland,Museum Het Bolwerk,IJzendijke,https://whichmuseum.com/museum/museum-het-bolwerk-ijzendijke-273
249,Zeeland,Fruitteeltmuseum,Kapelle,https://whichmuseum.com/museum/fruitteeltmuseum-kapelle-249
642,Zeeland,De Vleeshal,Middelburg,https://whichmuseum.com/museum/de-vleeshal-middelburg-642
204,Zeeland,Zeeuws Museum,Middelburg,https://whichmuseum.com/museum/zeeuws-museum-middelburg-204
316,Zeeland,Bevrijdingsmuseum Zeeland,Nieuwdorp,https://whichmuseum.com/museum/bevrijdingsmuseum-zeeland-nieuwdorp-316
105,Zeeland,Terra Maris,Oostkapelle,https://whichmuseum.com/museum/terra-maris-oostkapelle-105
81,Zeeland,Watersnoodmuseum,Ouwerkerk,https://whichmuseum.com/museum/watersnoodmuseum-ouwerkerk-81
794,Zeeland,Industrieel museum Zeeland,Sas van Gent,https://whichmuseum.com/museum/industrieel-museum-zeeland-sas-van-gent-794
45,Zeeland,Streekmuseum De Meestoof,Sint-Annaland,https://whichmuseum.com/museum/streekmuseum-de-meestoof-sint-annaland-45
267,Zeeland,Museum Veere,Veere,https://whichmuseum.com/museum/museum-veere-267
167,Zeeland,MuZEEum,Vlissingen,https://whichmuseum.com/museum/muzeeum-vlissingen-167
329,Zeeland,Stadhuismuseum Zierikzee,Zierikzee,https://whichmuseum.com/museum/stadhuismuseum-zierikzee-329
