museum_id,Region,Museum,City,URL,description,street,postcode,Latitude,Longitude,website,main category,secondary category,adult_ticket_price,museumkaart_price
112,North Holland,Museum Van Loon,Amsterdam,https://whichmuseum.com/museum/museum-van-loon-amsterdam-112,"Museum van Loon is located on the Keizersgracht in the house of the regent family Van Loon. Willem van Loon was the co-founder of The Dutch East India Company in 1602. One of the residents of this 17th century canal house was Dutch painter Ferdinand Bol, a pupil of Rembrandt. Portraits, silverware, porcelain and furniture from different centuries are exhibited in the rooms. The garden behind the museum has a 17th century style, with a carriage house in the back.",Keizersgracht 672,1017 ET,,,https://www.museumvanloon.nl/,History & Anthropology,Art & Design,7.00,0.00
132,North Holland,NEMO Science Museum,Amsterdam,https://whichmuseum.com/museum/nemo-science-museum-amsterdam-132,"NEMO Science Museum is located on the foundations of the IJ-tunnel in a building from 1997 designed by Renzo Piano. It is the largest science museum in the Netherlands. The visitor can discover the world of science and technology, by doing experiments on scientific and technical developments related to biology, behavioral science, information technology, and especially physics and chemistry. The museum is especially suitable for children.",Oosterdok 2,1011 VX,,,https://www.nemosciencemuseum.nl/,Science & Technology,,8.75,0.00
135,North Holland,Huis Marseille,Amsterdam,https://whichmuseum.com/museum/huis-marseille-amsterdam-135,"Huis Marseille, Museum for Photography is housed in a monumental canal house from 1665. It is the first museum in the Netherlands that focused on photography as a form of art. The museum exhibits works from its own contemporary photography collection. Additionally, there are exhibits on the history and uses of photography. The museum’s focus is on Dutch, Japanese and South African photography.",Keizersgracht 401,1016 EK,,,https://www.huismarseille.nl/,Art & Design,,4.00,0.00
161,North Holland,Rembrandt House Museum,Amsterdam,https://whichmuseum.com/museum/rembrandt-house-museum-amsterdam-161,"The Rembrandt House Museum is housed in the former house of the Dutch painter Rembrandt van Rijn. This famous painter lived and worked in this house for nearly twenty years. The interior is restored to the style of the times in which Rembrandt lived. The museum displays paintings by artists who worked in Amsterdam before Rembrandt settled there in 1631. The collection includes works by Pieter Lastman, Rembrandt’s tutor. The museum has 260 sketches of the approximately 290 sketches Rembrandt made. A selection is included in the permanent exhibition.",Jodenbreestraat 4,1011 NK,,,https://www.rembrandthuis.nl/nl/,Art & Design,,10.00,0.00
162,North Holland,Dutch Resistance Museum,Amsterdam,https://whichmuseum.com/museum/dutch-resistance-museum-amsterdam-162,"The Dutch Resistance Museum illustrates the history of people in times of war. The visitor learns about the Holocaust, resistance and daily life. The exhibition consists of authentic objects, film and audio clips, documents and photos. In addition there is a permanent exhibition on the Dutch East Indies.",Plantage Kerklaan 61,1018 CX,,,https://www.verzetsmuseum.org/museum/nl/museum,History & Anthropology,,6.00,0.00
181,North Holland,Van Gogh Museum,Amsterdam,https://whichmuseum.com/museum/van-gogh-museum-amsterdam-181,"More than 860 paintings and nearly 1,200 works on paper by Vincent van Gogh have been preserved. The Van Gogh Museum owns the largest Van Gogh collection, consisting of 201 paintings, 437 drawings and 31 prints. In addition to works by Van Gogh, the museum exhibits a collection of works by other major 19th century artists such as Paul Gauguin, Henri de Toulouse-Lautrec and Claude Monet and owns about five hundred Japanese prints that were collected by Vincent van Gogh and his brother Theo.",Paulus Potterstraat 7,1071 CX,,,https://www.vangoghmuseum.nl/,Art & Design,,9.00,0.00
193,North Holland,Allard Pierson,Amsterdam,https://whichmuseum.com/museum/allard-pierson-amsterdam-193,"In the Allard Pierson you discover the heritage collections of the University of Amsterdam. The permanent presentation, ‘From the Nile to the Amstel’, invites visitors on a journey through 10,000 years of cultural history. The presentation starts in ancient Egypt and, once renovations are completed, ends in present-day Amsterdam. In July 2019 the most recent addition ‘Amsterdam, Creative City 1600 – 1900’ opened to the public. In addition, two major temporary exhibitions are held each year. In a new interactive space, Allard Pierson Live, visitors can engage with the heritage collections and look at restoration work up close.",Oude Turfmarkt 129,1012 GC,,,http://www.allardpierson.nl,History & Anthropology,,5.00,0.00
195,North Holland,Jewish Museum,Amsterdam,https://whichmuseum.com/museum/jewish-museum-amsterdam-195,"The Jewish Museum is housed in four synagogues. It is a modern museum about Judaism. Three exhibitions illustrate the culture and history of Jews in the Netherlands. The exhibitions consist of various utensils, paintings, drawings, films, photos and 3D presentations. Part of the museum is the Jewish Museum junior, where children learn about Jewish life and Jewish traditions in a playful way.",Nieuwe Amstelstraat 1,1011 PL,,,http://jck.nl/,History & Anthropology,,7.50,0.00
200,North Holland,The National Maritime Museum,Amsterdam,https://whichmuseum.com/museum/the-national-maritime-museum-amsterdam-200,"The National Maritime Museum shows how water connects worlds. Housed in the old ‘Zeemagazijn van de Admiraliteit’ of Amsterdam, a former naval storehouse from 1656, the museum is dedicated to ships and ship transport. It illustrates the story of five hundred years of maritime history in the Netherlands and shows the sea’s influence on the Dutch culture. The collection includes ship models, paintings, world maps and various weapons. A 1990 replica of the famous VOC ship Amsterdam is moored next to the museum.",Kattenburgerplein 1,1018 KK,,,http://www.hetscheepvaartmuseum.nl,History & Anthropology,Science & Technology,8.50,0.00
4,North Holland,Amsterdam City Archive,Amsterdam,https://whichmuseum.com/museum/amsterdam-city-archive-4,"The Amsterdam City Archive is the historical documentation centre of Amsterdam. It has a total of 35 kilometers of archives. The core of the archives are the archives of the city and the city’s government institutions, businesses and services. In addition to archives of the government, the Amsterdam City Archives also keeps archives of private institutions and companies that are in any way connected with Amsterdam. The archives can accommodate in economic, social and art historical research. There are several changing exhibitions.",Vijzelstraat 32,1017 HL,,,https://www.amsterdam.nl/stadsarchief/,History & Anthropology,,4.00,0.00
5,North Holland,De Appel,Amsterdam,https://whichmuseum.com/museum/de-appel-amsterdam-5,"The Appel Arts Centre is an internationally oriented arts centre located in an 18th century building near the water. It exhibits contemporary art in all its forms, often by artists who are little known. Through changing exhibitions and performances of artists, directors and choreographers, De Appel Arts Centre introduces a curious and wide audience to the latest developments in contemporary art.",Schipluidenlaan 12D4,1062 HE,,,http://deappel.nl/en/,Art & Design,,5.00,0.00
71,North Holland,Museum Het Schip,Amsterdam,https://whichmuseum.com/museum/museum-het-schip-amsterdam-71,"World-renowned expressionist building &quot;Het Schip&quot; (&quot;the ship&quot;) is the most famous work by Amsterdam School architect Michel de Klerk, which was completed in 1921. The museum located in the building is dedicated to the Amsterdam School, an architecture style. The former post office designed by the architect can be visited as well as the period appartment that is furnished as it was common in the twenties. In addition, the museum has a garden where Amsterdam School street furniture is exhibited.",Oostzaanstraat 45,1013 WG,,,https://www.hetschip.nl/,Art & Design,History & Anthropology,3.75,0.00
222,North Holland,EYE,Amsterdam,https://whichmuseum.com/museum/eye-amsterdam-222,"The EYE Film museum is housed in the iconic white building at the IJ. Everything is film in EYE. This national museum of film manages more than forty thousand movies and features every genre: a representative selection of movie history, with classics blockbusters and cult movies. It is a museum of film in the broadest sense: as entertainment, art and culture. It organises four different temporary exhibitions related to film annually. An eyecatcher is the Panorma, a 360° projection of special film clips from the collection. The building also features four theatres where both new films and classic films are shown.",IJpromenade 1,1031 KT,,,https://www.eyefilm.nl/,Art & Design,,5.00,0.00
225,North Holland,Amsterdam Pipe Museum,Amsterdam,https://whichmuseum.com/museum/amsterdam-pipe-museum-225,"The Amsterdam Pipe Museum is housed in a seventeenth-century canal house in Amsterdam. It offers the smoking culture in the world over 25 centuries, by exhibiting a collection of smoking pipes and tobacco-related paraphernalia. The collection consists of more than 30,000 objects, of which about three thousand items are shown in the permanent exhibition. The oldest exhibit is a pre-columbian pipe from Ecquador, dating 600 BC, the earliest pipe in the world. The collection fits fully into the historic interior, with its antique furniture and room decoration. The museum shop offers next to postcards and books, tobacco pipes both for collectors and pipe smokers.",Prinsengracht 488,1017 KH,,,http://www.pijpenkabinet.nl/,Specialized & Alternative,History & Anthropology,10.00,0.00
258,North Holland,Amsterdam Museum,Amsterdam,https://whichmuseum.com/museum/amsterdam-museum-258,"The Amsterdam Museum presents exhibitions on a wide range of urban issues. We share knowledge, show art and heritage, and tell relevant stories - past, present and future. Historical and contemporary stories that make the city what it is, in all its forms. We do this at our museum locations in the historic city centre at the Amstel, House Willet-Holthuysen and the soon to be completely renovated Burgerweeshuis complex. And we also do this together with partners at locations in city districts such as Nieuw-West, Zuidoost and Noord.",Amstel 51,1018 EJ,,,https://www.amsterdammuseum.nl/,History & Anthropology,Art & Design,10.00,0.00
261,North Holland,Hermitage Amsterdam,Amsterdam,https://whichmuseum.com/museum/hermitage-amsterdam-261,"The Hermitage Amsterdam is part of the Hermitage in St. Petersburg (Russia). The museum organizes changing art exhibitions. A new exhibition is opened twice a year. The exhibited collections are on various topics such as Alexander the Great, Flemish art, religious art or Russian tsars. A separate building (Neerlandia), houses the Hermitage for Children, and consists of five studios, two classrooms, a children's gift shop and a children's canteen.",Amstel 51,1018 EJ,,,https://hermitage.nl/nl/,Art & Design,,14.40,2.50
276,North Holland,Foam,Amsterdam,https://whichmuseum.com/museum/foam-amsterdam-276,"Foam is a photography museum of photography in all its forms. The museum organises temporary exhibitions in which various photographic genres are covered, from fashion to documentary and from historical to contemporary. The museum exhibits both works by famous photographers as works by young talent. The museum organises both big long exhibitions as small, fast-changing exhibitions.",Keizersgracht 609,1017 DS,,,https://www.foam.org/,Art & Design,,7.00,0.00
277,North Holland,Tropenmuseum Junior,Amsterdam,https://whichmuseum.com/museum/tropenmuseum-junior-amsterdam-277,"Tropenmuseum Junior is the part of the Tropenmuseum that features exhibitions specifically for children. Children experience what it means to live in other countries. The museum organizes temporary exhibitions on various countries around the world. The ‘do exhibitions’ are (inter) active. Among other things, children sing, dance, play instruments and cook.",Linnaeusstraat 2,1095 CK,,,http://tropenmuseumjunior.nl/,History & Anthropology,,15.00,0.00
282,North Holland,Oude Kerk,Amsterdam,https://whichmuseum.com/museum/oude-kerk-amsterdam-282,,Oudekerksplein 23,1012 GX,,,https://oudekerk.nl/,Art & Design,Specialized & Alternative,5.00,0.00
286,North Holland,Rijksmuseum,Amsterdam,https://whichmuseum.com/museum/rijksmuseum-amsterdam-286,"The Rijksmuseum is located in a unique historical building from 1885 by architect PJH Cuypers. The museum is dedicated to Dutch art and Dutch history. The collection is exhibited in over two hundred rooms and includes works by Dutch masters such as Rembrandt van Rijn, Johannes Vermeer and Frans Hals. In addition to paintings from the Middle Ages to the 18th century and the 19th century, the museum also exhibits sculptures, applied art and modern art. The most famous work in the collection is The Night Watch by Rembrandt van Rijn.",Museumstraat 1,1071 XX,,,https://www.rijksmuseum.nl/,Art & Design,History & Anthropology,21.00,0.00
289,North Holland,Tropenmuseum,Amsterdam,https://whichmuseum.com/museum/tropenmuseum-amsterdam-289,"The Tropenmuseum is housed in a monumental building on the grounds of the former ‘Oosterbegraafplaats’. The museum illustrates different cultures and the daily lives of people around the world. The collection consists of artworks, utensils, films, music and photos. The visitor travels through the world and through time. The museum covers both current traditions and the history of world cultures. The collection consists of more than 340,000 objects.",Linnaeusstraat 2,1092 CK,,,https://tropenmuseum.nl/,History & Anthropology,Art & Design,7.00,0.00
296,North Holland,Museum Willet-Holthuysen,Amsterdam,https://whichmuseum.com/museum/museum-willet-holthuysen-amsterdam-296,"Museum Willet-Holthuysen is housed in a double mansion from 1687. In the 19th century it was the house of Abraham Willet and his wife Louisa Willet-Holthuysen. The museum consists of a dining room, a ballroom, a garden room and a corridor on the first floor that illustrate how wealthy people from Amsterdam used to live. The museum also exhibits the collection of Abraham Willet, which includes paintings, sculptures, glassware, ceramics and furniture.",Herengracht 605,1017 CE,,,https://www.willetholthuysen.nl/,History & Anthropology,Art & Design,10.00,0.00
298,North Holland,Anne Frank House,Amsterdam,https://whichmuseum.com/museum/anne-frank-house-amsterdam-298,"The Anne Frank House is the house where the Jewish girl Anne Frank was hiding with seven others for more than two years in World War II. The museum owns the original diaries and writings of Anne Frank. An important part of the museum is the ‘Achterhuis’, the place where Anne Frank hid and wrote her famous diary. Documents and objects of the eight people who were hiding are exhibited. In the ‘voorhuis’ parts of her diary, photographs, films and historical documents illustrate the story of Anne Frank.",Prinsengracht 267,1016 GV,,,http://www.annefrank.org/,History & Anthropology,Specialized & Alternative,7.00,0.00
301,North Holland,Museum Our Lord in the Attic,Amsterdam,https://whichmuseum.com/museum/museum-our-lord-in-the-attic-amsterdam-301,"Museum Ons' Lieve Heer op Solder is a former clandestine church. The building looks like an ordinary canal house. It is one of the oldest museums in the Netherlands. The 17th century church with an altar, corridors and approximately 150 seats is situated in the attic. After the Protestant Reformation, public church services were banned and this church arose. The church was used for church services for over two hundred years.",Oudezijds Voorburgwal 40,1012 GD,,,https://www.opsolder.nl/,History & Anthropology,Specialized & Alternative,11.00,0.00
580,North Holland,Molen van Sloten - Kuiperijmuseum,Amsterdam,https://whichmuseum.com/museum/molen-van-sloten-kuiperijmuseum-amsterdam-580,The Molen van Sloten – Kuiperijmuseum includes an original ‘poldermolen’ and a museum where visitors learn how barrels are made. The Molen van Sloten is a functioning ‘poldermolen’ and is the only mill in Amsterdam that is daily open to the public. It is a ‘stellingmolen’ with a backside that was rebuilt in 1847. The Kuiperijmuseum features a reconstructed workshop. An audiovisual presentation and pictures illustrate how wooden barrels were made.,Akersluis 10,1066 EZ,,,http://molenvansloten.nl/,History & Anthropology,Specialized & Alternative,7.00,7.00
919,North Holland,Verzetsmuseum Junior,Amsterdam,https://whichmuseum.com/museum/verzetsmuseum-junior-amsterdam-919,"The Dutch Resistance Museum Junior is part of the Dutch Resistance Museum that focuses on children. Children go back to the beginning of World War 2 in a time machine. There they are introduced to four eye witnesses who were children at the time. Henk, Jan, Nelly and Eva tell the about their experiences during the war in an interactive exhibition.",Plantage Kerklaan 61,1018 CX,,,https://www.verzetsmuseum.org/museum/nl/exposities/verzetsmuseum-junior,History & Anthropology,,5.00,0.00
932,North Holland,Groote Museum,Amsterdam,https://whichmuseum.com/museum/groote-museum-amsterdam-932,"At the Groote Museum you will discover where we come from, how we are connected and what we depend on. With these insights about yourself and your relationship to other life, the question &quot;where are we going?&quot; comes closer. But it starts with you. In the Groote Museum you go on a personal expedition, with your body as the starting point. You look into a mirror in which you discover more and more. Similarities with plants, other animals and even microbes. You start to see cross-references. What your intestines do, for example, the roots of a tree do too. When you crawled on the ground as a baby, you moved the same way as a crocodile. Similarities like these make you look at yourself and the world around you differently. You appear to be connected to everything that lives, right down to your smallest fibers. And much more dependent than you thought.",Plantage Middenlaan 41,1018 CZ,,,https://www.grootemuseum.nl,Nature & Natural History,,17.50,0.00
933,North Holland,Joods Historisch Kindermuseum,Amsterdam,https://whichmuseum.com/museum/joods-historisch-kindermuseum-amsterdam-933,"In the Jewish Historical Children Museum, children from 6 to 12 years are introduction to Jewish life and Jewish traditions.",Nieuwe Amstelstraat 1,1011 PL,,,http://jck.nl/nl/locatie/jhm-kindermuseum,History & Anthropology,,7.50,0.00
937,North Holland,The Museum of the Canals,Amsterdam,https://whichmuseum.com/museum/the-museum-of-the-canals-amsterdam-937,"Museum of the Canals is housed in a monumental seventeenth-century canal house. The museum illustrates the Amsterdam city expansion that was caused by the construction of canals. In addition to an interactive audiovisual tour, there are three decorated rooms that illustrate the history of the house itself.",Herengracht 386,1016 CJ,,,http://www.hetgrachtenhuis.nl/nl/,History & Anthropology,Art & Design,12.50,0.00
952,North Holland,Amsterdam Tulip Museum,Amsterdam,https://whichmuseum.com/museum/amsterdam-tulip-museum-952,The Amsterdam Tulip Museum demonstrates the history of the tulip in the Netherlands. The museum gives information on the tulip mania and the economic power of the flower during the Golden Age in the seventeenth century. The museum also shows how bulbs served as food for people during wars and the origin of the flower in Turkey.,Prinsengracht 112,1015 EA,,,https://amsterdamtulipmuseumonline.com/,Nature & Natural History,History & Anthropology,5.00,0.00
341,North Holland,Stedelijk Museum Amsterdam,Amsterdam,https://whichmuseum.com/museum/stedelijk-museum-amsterdam-341,"The Stedelijk Museum Amsterdam is a museum of modern and contemporary art and applied art. The collection is one of the most important collections of modern and contemporary art in Europe. The museum exhibits art from 1860 to the present, including major works by Vincent van Gogh, Piet Mondrian and Henri Matisse. The most important movements of the 20th century and 21th century in both art and design are represented, including the Amsterdam School, Bauhaus, CoBrA, pop art and De Stijl.",Museumplein 10,1071 DJ,,,http://www.stedelijk.nl/,Art & Design,,10.00,0.00
342,North Holland,De Nieuwe Kerk Amsterdam,Amsterdam,https://whichmuseum.com/museum/de-nieuwe-kerk-amsterdam-342,"The Nieuwe Kerk is a church building from the early 15th century. It is one of the most important monuments of Amsterdam. It is the place where the Dutch head of state is inaugurated. Changing temporary exhibitions are organized in the building on, among other themes, religions, cultures and treasures from various countries.",Dam 12,1012 NP,,,https://www.nieuwekerk.nl/,Art & Design,History & Anthropology,15.50,0.00
367,North Holland,Portugese Synagoge,Amsterdam,https://whichmuseum.com/museum/portugese-synagoge-amsterdam-367,"The Portuguese Synagogue, also called Esnoga, is a synagogue that dates to the 17th century. At the time of construction it was the largest synagogue in the world. The building is still used for worship by the Portuguese Jewish Community. The collection illustrates the four century history of the Portuguese Jewish community.",Mr. Visserplein 3,1011 RD,,,http://jck.nl/nl/locatie/portugese-synagoge,Specialized & Alternative,History & Anthropology,7.50,0.00
379,North Holland,Hollandsche Schouwburg,Amsterdam,https://whichmuseum.com/museum/hollandsche-schouwburg-amsterdam-379,"The Hollandsche Schouwburg is a war memorial for the Dutch Jews that were murdered in the Second World War. The permanent exhibition on the Holocaust in '40-'45 focusses on the deportation of the Jews. Videos, photos, models and various objects illustrate the discrimination, deportation and extermination of Jews. It also features a wall with the family names of 6,700 Dutch Jewish victims.",Plantage Middenlaan 24,1018 DE,,,http://jck.nl/nl/locatie/hollandsche-schouwburg,History & Anthropology,,7.50,0.00
384,North Holland,Museum Tot Zover,Amsterdam,https://whichmuseum.com/museum/museum-tot-zover-amsterdam-384,"Museum Tot Zover shows how people dealt with death in the past, and how they deal with it now and in the future. Central topics in the museum are the body, rituals, memento mori and mourning and remembrance. The collection includes death masks, paintings, miniature hearses and urns and caskets. Children can explore the museum and the cemetery with ‘Kleine Hein’ by answering questions and doing exercises.",Kruislaan 124,1097 GA,,,http://totzover.nl/,Specialized & Alternative,History & Anthropology,4.50,0.00
423,North Holland,Bijzondere Collecties,Amsterdam,https://whichmuseum.com/museum/bijzondere-collecties-amsterdam-423,"Bijzondere Collecties is part of the University of Amsterdam. It includes the heritage of the University of Amsterdam. The collection consists of more than a thousand separate collections, including collections of rare and precious books, prints, photographs and manuscripts. Central topics are book history, church history, Jewish culture, zoology, cartography, literature and graphic design.",Oude Turfmarkt 129,1012 GC,,,http://bijzonderecollecties.uva.nl/,History & Anthropology,Specialized & Alternative,3.75,0.00
463,North Holland,Diamond Museum Amsterdam,Amsterdam,https://whichmuseum.com/museum/diamond-museum-amsterdam-463,"The Diamond Museum Amsterdam illustrates the mining, the grinding and the processing of diamonds. The museum displays several famous diamonds, including the world's smallest diamond, which can be seen through a microscope. In addition, the visitor gets information about the diamond city Amsterdam, which has been a centre for processing and trade for more than four centuries.",Paulus Potterstraat 8,1071 CZ,,,https://diamonds-amsterdam.com/,Art & Design,Specialized & Alternative,7.50,0.00
7863,North Holland,Embassy of the Free Mind,Amsterdam,https://whichmuseum.com/museum/embassy-of-the-free-mind-amsterdam-7863,Embassy of the Free Mind is a museum in Amsterdam in the Netherlands.,Keizersgracht 123,1015 CJ,,,http://embassyofthefreemind.com/,Specialized & Alternative,,12.50,0.00
7881,North Holland,Fashion for Good Museum,Amsterdam,https://whichmuseum.com/museum/fashion-for-good-museum-amsterdam-7881,"In the museum, you will learn where your clothes come from and discover the innovations shaping the future of fashion. Throughout the building, you can find concrete ways to have a positive impact, commit to taking action and shop sustainable products (that is, when you need to shop at all).
 

 The Fashion for Good Museum is an interactive museum outfitted with the latest technology. If you’re interested in fashion, innovation and sustainability this is a fun, must-visit venue in Amsterdam. The museum aims to change the hearts and minds of the visitors showing how to take action and have a positive impact on the fashion industry.",Rokin 102,1012 KZ,,,https://fashionforgood.com/,Art & Design,Science & Technology,6.50,0.00
7909,North Holland,Luther Museum Amsterdam,Amsterdam,https://whichmuseum.com/museum/luther-museum-amsterdam-7909,"The Luther Museum Amsterdam is located in the Wittenberg building in Amsterdam from 1772. The building with the regents' rooms, the corridor and the church hall is the most important piece in the collection. In addition, the museum exhbiits paintings by Breenbergh and Ruysdael, silverware and authentic pieces of furniture.",Nieuwe Keizersgracht 570,1018 VG,,,http://www.luthermuseum.nl/,History & Anthropology,,7.00,0.00
7991,North Holland,Museum De Dageraad,Amsterdam,https://whichmuseum.com/museum/museum-de-dageraad-amsterdam-7991,"Housing complex De Dageraad is the Amsterdam School in its purest form. Architects Michel de Klerk and Piet Kramer were commissioned to design all facets of the streetscape. In addition to the street facades, they also designed the rear facades and house plans. This led to gesamtkunstwerk in which beauty played a central role. Behind the wavy facade of the Amsterdam School Museum De Dageraad you will find information about the art and architecture of the Amsterdam School. The museum still bears the name originally given to the building. This location focuses specifically on the Amsterdam School in the famous Plan Zuid.",Burgemeester Tellegenstraat 128,1073 KG,,,https://www.dedageraad.nl,Art & Design,History & Anthropology,3.75,0.00
304,North Holland,Museum Kranenburgh,Bergen (NH),https://whichmuseum.com/museum/museum-kranenburgh-bergen-nh-304,"Museum Kranenburgh is housed in ‘Huis Kranenburgh’ from 1882. It is a museum of visual arts. The collection consists of paintings and graphic art by artists from the so-called Bergen School. The collection includes works by Else Berg, Henri Le Fauconnier, Dirk Filarski, Leo Gestel, Mommie Schwarz and Charley Toorop. The graphic collection includes work by Bernard Essers and Lucebert. Around the museum is a sculpture garden with works by Jan Toorop.",Hoflaan 26,1861 CR,,,https://www.kranenburgh.nl/,Art & Design,,2.50,0.00
408,North Holland,Gemeentemuseum Het Sterkenhuis,Bergen (NH),https://whichmuseum.com/museum/gemeentemuseum-het-sterkenhuis-bergen-nh-408,"Gemeentemuseum Het Sterkenhuis is located in a 17th century longhouse farm. It is a historical museum that is dedicated to the cultural history of Bergen. The farm is reminiscent of rural life in the 18th and 19th centuries. The museum exhibits furniture, costumes and household items from that time, in the central room. The front room features a showcase with dolls dressed in 19th century clothes and a showcase with a collection of jewellery, crystal and silverware. In addition, the museum covers the Battle of Bergen on September 19, 1799.",Oude Prinsweg 21,1861 CS,,,http://museumhetsterkenhuis.nl/,History & Anthropology,,1.50,0.00
221,North Holland,Museum BroekerVeiling,Broek op Langedijk,https://whichmuseum.com/museum/museum-broekerveiling-broek-op-langedijk-221,"The Broekerveiling is the oldest ‘doorvaar-groentenveiling’ in the world. The auctioning started in 1887 at the same spot the museum is situated now. The museum exhibits punts (boats) and tools. Auctions are held with the punts, which illustrate how the auction worked. Important in the museum is the auction room with an auction clock from 1903. Visitors can go outside for a walk along orchards, fields and bridges.",Museumweg 2,1721 BW,,,https://broekerveiling.nl/,History & Anthropology,,16.50,0.00
110,North Holland,Museum De Cruquius,Cruquius,https://whichmuseum.com/museum/museum-de-cruquius-110,"Museum De Cruquius is housed in the former pumping station Cruquius, that was used between 1848 and 1852 for the reclamation of the Haarlemmermeer. The museum is dedicated to the industrial history. The collection consists of steam engines, models of windmills, polder architectural models and old maps, that illustrate 2000 years of fighting against water. In addition, there is an architectural model that illustrates what the Netherlands would look like without dykes.",Cruquiusdijk 27,2142 ER,,,http://www.haarlemmermeermuseum.nl/cruquius-museum,Science & Technology,History & Anthropology,5.00,0.00
52,North Holland,Museum In 't Houten Huis,De Rijp,https://whichmuseum.com/museum/museum-in-t-houten-huis-de-rijp-52,"Museum In 't Houten Huis is housed in a wooden structured house from the 18th century. The museum illustrates the rich history of the Schermereiland and its seafaring residents. It exhibits a diverse collection on the history of De Rijp and Schermereiland. Topics that are covered in the museum include shipping, whaling, herring fishing, wooden houses, Mennonites and millwright Jan Adriaansz Leeghwater. A special piece in the museum is a kayak from Greenland.",Tuingracht 13,1483 AP,,,http://www.houtenhuis.nl/home/,History & Anthropology,,4.50,0.00
42,North Holland,Museum Waelstee,De Waal,https://whichmuseum.com/museum/museum-waelstee-de-waal-42,"Agrar Museum Texel Sticht illustrates daily life on Texel. The museum houses authentic farm machinery, sleighs, wagons and carriages that were used on Texel. The museum displays various objects and machines for milk, cheese and buttermaking. It illustrates Texel farm life from a hundred years ago with emphasis on the role of women in farming, the dairy industry and flax and wool processing.",Hogereind 6,1793 AG,,,https://www.cultuurmuseumtexel.nl/,History & Anthropology,,4.50,0.00
908,North Holland,Oudheidkamer Texel,Den Burg,https://whichmuseum.com/museum/oudheidkamer-texel-den-burg-908,Oudheidkamer Texel is a museum in Den Burg in the Netherlands.,Kogerstraat 1,1791 EN,,,http://www.oudheidkamertexel.nl/,History & Anthropology,,3.25,0.00
230,North Holland,Het Nationaal Reddingmuseum Dorus Rijkers,Den Helder,https://whichmuseum.com/museum/het-nationaal-reddingmuseum-dorus-rijkers-den-helder-230,"The Reddingmuseum Dorus Rijkers is housed in the engine workshop of the former shipyard of the Navy. The museum is named after the famous Dutch savior Dorus Rijkers (1847-1928). The collection illustrates the story of the history of Dutch sea rescue. It exhibits real life boats, models, paintings and black and white films. The collection includes the boat that Dorus Rijkers used for his rescue efforts. In addition, the visitor can experience a collision in fog and what a wind speed of 10 Beaufort feels like.",Willemsoord 60G,1781 AS,,,http://www.reddingmuseum.nl/,History & Anthropology,Specialized & Alternative,9.50,0.00
243,North Holland,The Dutch Navy Museum,Den Helder,https://whichmuseum.com/museum/the-dutch-navy-museum-den-helder-243,"The Dutch Navy Museum is dedicated to the past and present of the Dutch Navy. The museum illustrates five hundred years of history of the Dutch navy. Important in the museum are the three museum ships, of which submarine ‘Tonijn’ is most striking. On board stories about the navy are told by former crew members. It also features an interactive exhibition where visitors get the opportunity to weld, to tie rope, to hoist load and to operate the cannons.",Hoofdgracht 3,1781 AA,,,http://www.marinemuseum.nl,History & Anthropology,,10.50,0.00
446,North Holland,De Nollen,Den Helder,https://whichmuseum.com/museum/de-nollen-den-helder-446,"The NollenProject exhibits works by Van de Wint. After exhibiting in European museums, Reindert Wepko - Ruud – van de Wint moved to the old ‘binnenduintje de Nollen’ in 1980. He focused on paintings, constructions and sculptures with themes related to the dune landscape. Van de Wint is known for his paintings in the House of Representatives in the Netherlands and the painted ceilings in the Groningen city hall and the Noordeinde Palace.",Burgemeester Ritmeesterweg 10,1784 NV,,,http://projectdenollen.nl/,Art & Design,,10.00,0.00
334,North Holland,Pieter Vermeulen Museum,Driehuis,https://whichmuseum.com/museum/pieter-vermeulen-museum-driehuis-334,"The Pieter Vermeulen Museum is a centre for environmental education. The temporary exhibitions on nature, are about doing and discovering. In addition to the temporary exhibition, a part of the collection of mounted animals is exhibited. For children there are handicraft kits that are related to the exhibition or the season.",Driehuizerkerkweg 34d,1985 EL,,,http://www.pieter-vermeulen-museum.nl/,Nature & Natural History,,2.50,0.00
180,North Holland,Edams Museum,Edam,https://whichmuseum.com/museum/edams-museum-180,"Edams Museum is housed in a merchant's house from 1540. The museum illustrates the rich history of Edam and illustrates how a merchant in the 16th century lived. Leading families, architecture, shipbuilding, the ceramic industry and everyday life are covered in this museum. The collection includes paintings, prints, and a collection of objects from the Boot family.",Damplein 8,1135 BK,,,http://www.edamsmuseum.nl/,History & Anthropology,,4.00,0.00
348,North Holland,Museum van Egmond,Egmond aan Zee,https://whichmuseum.com/museum/museum-van-egmond-egmond-aan-zee-348,"Museum van Egmond is the cultural history museum of Egmond. The museum illustrates the past of the three Egmonds: Egmond-Binnen, Egmond aan Zee and Egmond aan den Hoef. The first room is dedicated to the castle of the lords of Egmond, the abbey and the fishing village of Egmond aan Zee. The second room focuses on costumes, shell fishermen, colony houses, the lighthouse and tourism.",Zuiderstraat 7,1931 GD,,,http://www.museumvanegmond.nl/,History & Anthropology,,2.50,0.00
